Index of randomly selected centers is[28289, 1612, 56781, 44116, 41510, 58859, 46469, 46159, 57796, 12676]
Initial centers[array([  0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,  37, 218, 255,  14,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,  27, 216, 253, 228,  12,   0,
         0,   0,   0,   0,   0,   0,   0,  78, 194,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0, 146, 253, 253, 115,
         0,   0,   0,   0,   0,   0,   0,   0,   0, 216, 245,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 146, 253,
       215,   3,   0,   0,   0,   0,   0,   0,   0,   6, 163, 252, 189,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
       146, 253, 121,   0,   0,   0,   0,   0,   0,   0,  11, 145, 253,
       253,  92,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0, 146, 253, 214,   0,   0,   0,   0,   0,   0,  68, 170,
       253, 253, 253,  92,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0, 146, 253, 251, 154,  86,  85, 165, 239, 239,
       246, 253, 253, 253, 195,   6,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0, 128, 252, 253, 253, 253, 253, 253,
       253, 250, 222, 231, 253, 253, 172,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0, 120, 222, 253, 253,
       253, 253, 213, 111,   0,  70, 253, 253,  38,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  17,
        22,  22,  22,  22,  16,   0,   0, 117, 253, 253,  38,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0, 224, 253, 253,  38,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  61, 238, 253,
       196,  19,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 124,
       253, 253, 137,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0, 124, 253, 243,  46,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,  11, 183, 253, 167,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,  24, 253, 253,  84,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,  24, 253, 253,  84,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,  90, 253, 253,  84,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  51, 253, 253,
       213,  30,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  10,
       174, 253, 244,  54,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0], dtype=uint8), array([  0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  47,
        60, 211, 209, 209, 209, 209, 192,  60,   4,   0,   0,   0,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   8,
       157, 233, 253, 254, 253, 253, 253, 253, 253, 253, 117,   4,   0,
         0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
        86, 191, 253, 253, 253, 254, 253, 253, 253, 253, 253, 253, 253,
       129,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,  67, 245, 253, 253, 253, 253, 254, 235, 178, 178, 178, 231,
       253, 253, 248,  92,   0,   0,   0,   0,   0,   0,   0,   0,   0,
         0,   0,  86, 201, 253, 253, 253, 253, 235, 162,  57,   0,   0,
         0,  70, 223, 251, 253, 210,   0,   0,   0,   0,   0,   0,   0,
         0,   0,   0,   8, 191, 253, 253, 253, 253, 229,  49,   0,   0,
         0,   0,   0,   0,   0, 239, 253, 253,   0,   0,   0,   0,   0,
